# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = gpa_model
# start_datetime = 2023-01-12 14:36:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2912102498 (Default)
# output
#   file = examples\gpa\gpaMCMC20k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,nationality,perfect,gpa
-3.18422,0.947195,0.154407,4,19,1,4.93398,0.154792,0.793926,7.37779
-2.09864,0.954545,0.154407,4,22,1,2.94699,0.147529,0.618674,8.12984
-1.92544,0.559426,0.154407,3,8,1,2.62572,0.186906,0.639313,8.11335
-1.90573,0.76686,0.154407,2,7,1,2.32227,0.253017,0.644306,8.517
-1.82209,0.833326,0.154407,2,6,1,2.35355,0.357659,0.675978,8.63034
-2.19651,0.873511,0.154407,3,8,1,2.34511,0.240078,0.705557,8.7693
-2.21293,0.909376,0.154407,3,7,0,2.42165,0.203506,0.736861,8.49243
-1.71176,0.5,0.154407,1,2,1,7.73364,0.387059,0.742704,8.21705
-1.96822,0.467194,0.154407,3,9,1,3.94689,0.429214,0.704922,8.86194
-1.78526,0.673689,0.154407,2,5,1,2.86768,0.367227,0.668024,8.60895
-1.78381,0.728067,0.154407,2,6,1,2.08289,0.393795,0.702582,8.55113
-2.21927,0.671313,0.154407,2,5,1,4.70872,0.4298,0.801703,8.83891
-2.37713,0.749202,0.154407,2,4,1,4.04786,0.267662,0.685197,9.11391
-2.36934,0.778659,0.154407,4,16,1,3.99739,0.279995,0.466787,9.25932
-2.57312,0.798965,0.154407,2,5,1,3.47841,0.159983,0.441978,9.06591
-3.17842,0.706629,0.154407,3,12,1,4.50023,0.0789058,0.379838,4.18045
-3.78694,0.922303,0.154407,3,13,1,4.01525,0.0412846,0.543329,3.61385
-3.54032,0.936217,0.154407,4,17,1,5.34281,0.279477,0.364583,9.76579
-2.43915,0.5035,0.154407,4,30,1,5.42868,0.209899,0.625483,9.09137
-2.9174,0.487645,0.154407,4,18,1,6.39411,0.0990341,0.533874,5.80432
-2.7975,0.93303,0.154407,3,15,1,3.32023,0.145364,0.68699,3.52354
-2.67491,0.923005,0.154407,3,13,1,3.12201,0.138348,0.459275,3.68774
-3.66418,0.995995,0.154407,3,15,0,4.1452,0.0566209,0.374057,2.87621
-2.27016,0.999442,0.154407,4,15,0,4.02021,0.340251,0.404963,2.57022
-2.94352,0.992383,0.154407,3,15,0,3.9554,0.289941,0.401261,1.21195
-2.62857,0.833333,0.154407,2,6,1,4.44727,0.47193,0.294517,1.67433
-2.65174,0.92302,0.154407,3,13,1,3.04012,0.63355,0.417765,1.46296
-3.02204,0.999281,0.154407,4,15,0,3.39131,0.0926112,0.478791,9.05666
-4.77865,0.869114,0.154407,4,15,0,6.70154,0.0412561,0.87348,7.4014
-3.90479,0.999894,0.154407,4,15,0,4.80646,0.0806543,0.923798,8.28663
-5.62979,0.539974,0.154407,4,16,1,8.6192,0.450048,0.939927,9.90461
-4.15898,0.999952,0.154407,3,7,0,5.82455,0.414171,0.844749,9.81599
-3.94386,0.5,0.154407,1,2,1,4.86733,0.490486,0.836466,9.78698
-3.94386,0,0.154407,0,1,1,5.17998,0.490486,0.836466,9.78698
-3.85229,0.5,0.154407,1,2,1,4.66855,0.416084,0.81672,9.78042
-3.99248,0.749432,0.154407,2,4,1,4.52103,0.350132,0.812826,9.79989
-3.55639,0.666667,0.154407,1,3,1,5.56354,0.401398,0.740864,9.76695
-3.02737,0.873935,0.154407,3,8,1,4.10143,0.255273,0.825047,9.30182
-2.26092,0.767455,0.154407,2,7,1,3.58403,0.325794,0.742056,8.98469
-2.43058,0.631936,0.154407,3,13,1,4.81491,0.329933,0.474112,1.99373
-3.23593,0.994215,0.154407,4,15,0,4.00436,0.436889,0.621519,0.733272
-3.34918,0.909026,0.154407,3,11,1,3.66435,0.389904,0.533651,0.633219
-3.10415,0.856982,0.154407,2,7,1,4.04695,0.452759,0.515396,0.78687
-2.76917,0.931375,0.154407,3,15,1,4.23069,0.256744,0.385687,1.66395
-4.96877,0.990141,0.154407,4,15,0,5.60568,0.0250134,0.13998,6.14976
-3.18369,0.940364,0.154407,4,17,1,5.14614,0.116236,0.272392,9.18491
-2.22838,0.910129,0.154407,3,7,0,3.41644,0.136764,0.492179,8.40182
-2.40079,0.410901,0.154407,3,15,0,4.27117,0.669065,0.671658,2.463
-2.7459,0.748788,0.154407,2,4,1,5.30903,0.487822,0.537046,1.17029
-2.24776,0.5,0.154407,1,2,1,10.2497,0.507514,0.371174,2.37467
-1.90722,0.999423,0.154407,3,15,0,2.65204,0.483286,0.608432,5.20169
-1.95057,0.874613,0.154407,3,8,1,2.01803,0.4517,0.600038,6.03788
-1.95057,0,0.154407,0,1,1,4.31283,0.4517,0.600038,6.03788
-2.02411,0.666334,0.154407,1,3,1,2.9135,0.415239,0.5548,6.72398
-2.12663,0.499469,0.154407,1,2,1,3.1335,0.470978,0.611697,7.20268
-2.12663,0,0.154407,0,1,1,2.94501,0.470978,0.611697,7.20268
-1.96911,0.874922,0.154407,3,8,1,2.48103,0.423097,0.457959,6.40106
-1.43407,0.748795,0.154407,2,4,1,1.9301,0.494355,0.341211,8.06525
-2.22295,0.276926,0.154407,2,4,1,3.5678,0.434266,0.383195,7.52017
-1.87033,1,0.154407,3,11,0,2.7933,0.403683,0.320663,8.76712
-2.37572,0.665037,0.154407,1,3,1,4.71318,0.350798,0.226159,9.05227
-4.22587,0.581112,0.154407,4,16,1,5.34488,0.22833,0.926441,1.41805
-2.94678,0.93313,0.154407,3,15,1,5.17455,0.209447,0.813045,2.966
-2.91525,0.874826,0.154407,3,8,1,4.55644,0.478383,0.677795,9.61972
-2.67938,0.749513,0.154407,2,4,1,3.72726,0.328234,0.678385,9.44452
-6.14736,0.951497,0.154407,4,15,0,6.56218,0.299025,0.123962,9.96531
-6.13696,0.666667,0.154407,1,3,1,7.26338,0.363196,0.0993244,9.96142
-5.33834,0.75,0.154407,2,4,1,6.56384,0.447641,0.122785,9.9332
-5.78825,0.66653,0.154407,1,3,1,6.97821,0.402084,0.124926,9.95694
-5.51007,0.99995,0.154407,3,7,0,6.23439,0.43738,0.187017,9.96006
-4.41782,0.833333,0.154407,2,6,1,7.01471,0.391106,0.187518,9.87618
-3.79768,0.909091,0.154407,3,11,1,4.7705,0.391634,0.42328,9.8561
-2.36554,0.808844,0.154407,3,15,1,6.54756,0.399312,0.474983,9.38463
-2.90454,0.704,0.154407,4,15,0,3.33333,0.154296,0.401485,9.30972
-3.80234,0.661383,0.154407,4,15,0,4.67305,0.0264347,0.342063,8.29005
-2.58879,0.566113,0.154407,3,11,1,4.68746,0.0946039,0.316404,8.17572
-2.30089,0.836902,0.154407,3,10,1,3.34213,0.190227,0.663115,8.78039
-2.41426,0.7589,0.154407,3,12,1,2.66716,0.135629,0.711562,8.36544
-1.97536,0.586334,0.154407,2,7,1,4.51424,0.187881,0.325839,8.12655
-2.49347,0.563924,0.154407,3,11,1,2.85169,0.0916084,0.356079,8.01162
-2.7749,0.580558,0.154407,4,25,1,4.59774,0.131903,0.383278,3.5994
-2.59918,0.928541,0.154407,3,14,1,2.98562,0.139795,0.494671,4.47926
-2.55774,0.874505,0.154407,3,8,1,4.08403,0.307597,0.724752,7.60073
-3.22554,0.898357,0.154407,3,10,1,4.37453,0.116301,0.199097,5.86853
-2.74133,0.999551,0.154407,4,15,0,3.99821,0.210505,0.192173,5.07807
-2.90171,0.899921,0.154407,3,10,1,3.74691,0.109575,0.495056,3.42565
-3.50787,0.99534,0.154407,4,15,0,4.38793,0.229711,0.802168,1.21447
-5.00844,0.854444,0.154407,2,7,1,5.60163,0.114398,0.82244,0.474078
-5.41003,0.954545,0.154407,4,22,1,7.24741,0.555803,0.380302,0.0774509
-4.05829,0.912541,0.154407,3,12,1,7.61971,0.221894,0.668683,0.474193
-3.51447,0.899959,0.154407,3,10,1,4.34318,0.246437,0.511905,0.688912
-2.64448,0.888889,0.154407,3,9,1,4.23403,0.745976,0.725526,2.51529
-1.01272,0.875,0.154407,3,8,1,1.86083,0.560384,0.364015,3.74674
-1.01272,0.274444,0.154407,2,4,1,4.48524,0.560384,0.364015,3.74674
-1.01272,0,0.154407,0,1,1,2.28638,0.560384,0.364015,3.74674
-2.88953,0.610821,0.154407,3,14,1,3.05096,0.228546,0.150432,5.56926
-2.96023,0.856731,0.154407,2,7,1,3.4004,0.312564,0.134696,7.07679
-2.42234,0.999837,0.154407,4,15,0,3.91869,0.584613,0.244848,2.71043
-2.62139,0.999609,0.154407,4,15,0,2.96802,0.166378,0.507807,9.15749
-3.05089,0.735797,0.154407,4,16,1,5.26197,0.14971,0.894917,8.23405
-3.47973,0.64802,0.154407,3,10,1,4.72456,0.237251,0.928389,8.9468
-3.55628,0.766679,0.154407,2,7,1,4.95817,0.124086,0.832894,9.2495
-3.39791,0.623737,0.154407,4,15,0,5.40368,0.756723,0.486545,0.789516
-3.25677,0.999855,0.154407,1,3,0,3.46614,0.744464,0.488687,0.889276
-3.69947,0.921185,0.154407,3,13,1,4.23324,0.82532,0.390778,0.781856
-3.72895,0.9088,0.154407,3,11,1,4.21246,0.790781,0.249288,0.84756
-3.2504,0.749156,0.154407,2,4,1,5.5158,0.757484,0.339762,1.05101
-3.89189,0.898845,0.154407,3,10,1,4.25641,0.642862,0.192615,0.60858
-3.82386,0.927388,0.154407,3,14,1,5.18148,0.247458,0.202373,0.788904
-3.35796,0.832526,0.154407,2,6,1,5.27739,0.23779,0.392771,0.883184
-6.40923,0.994133,0.154407,4,15,0,7.06828,0.647223,0.297275,0.0346349
-3.42279,0.997943,0.154407,5,31,0,7.67107,0.0813764,0.750982,6.29041
-3.59253,0.857143,0.154407,2,7,1,4.79407,0.059456,0.699636,6.25483
-6.70363,0.883795,0.154407,3,9,1,8.04143,0.00367825,0.167623,6.00705
-5.06142,0.961355,0.154407,4,29,1,8.09733,0.0159333,0.486538,9.36449
-4.98918,0.525126,0.154407,4,30,1,7.30034,0.0654974,0.772259,9.76155
-1.90599,0.95847,0.154407,4,15,0,5.062,0.283485,0.730067,8.36693
-2.49929,0.622151,0.154407,2,6,1,3.29564,0.214558,0.840209,8.41232
-2.85401,0.519389,0.154407,3,10,1,4.65366,0.145947,0.866825,8.20475
-2.51161,0.583795,0.154407,3,10,1,4.00496,0.197204,0.838819,8.32489
-4.82112,0.535688,0.154407,3,9,1,6.43815,0.0192444,0.740606,6.66645
-6.04986,0.998742,0.154407,4,15,0,7.25479,0.00492998,0.680248,3.29715
-5.47862,0.94614,0.154407,4,19,1,7.00705,0.0161033,0.879962,5.22983
-3.82468,0.999959,0.154407,4,15,0,6.10198,0.0523566,0.31762,7.16886
-2.08401,0.888829,0.154407,3,9,1,4.30132,0.218603,0.736438,8.34566
-2.1247,0.564809,0.154407,3,11,1,2.58405,0.25907,0.810676,8.17521
-3.53444,0.535732,0.154407,4,15,0,4.25198,0.136302,0.877029,6.42159
-2.95854,0.908395,0.154407,3,11,1,3.21771,0.163182,0.902171,8.02648
-2.49402,0.425956,0.154407,4,16,1,4.53498,0.270324,0.717398,2.91424
-2.56378,0.96053,0.154407,4,26,1,3.3601,0.21201,0.640426,7.23192
-2.50028,0.922969,0.154407,3,13,1,2.85592,0.259946,0.76832,6.01775
-2.20989,0.907442,0.154407,3,11,1,3.6645,0.243775,0.593969,5.56827
-2.07359,0.933323,0.154407,3,15,1,2.27815,0.298179,0.595993,4.78252
-4.46385,0.996687,0.154407,4,15,0,4.92168,0.169063,0.673958,9.8608
-4.10156,0.999912,0.154407,3,7,0,4.59335,0.227073,0.669699,9.84067
-4.50547,0.927771,0.154407,3,14,1,5.66996,0.220944,0.500737,9.90464
-4.30966,1,0.154407,3,7,0,4.60195,0.231294,0.555616,9.88609
-3.42456,0.749458,0.154407,4,15,0,4.84151,0.156476,0.436372,9.61626
-2.91232,0.890999,0.154407,3,15,1,4.35265,0.217998,0.186532,9.15579
-2.93637,0.909465,0.154407,3,7,0,3.20549,0.174835,0.174924,8.95293
-3.02279,0.499527,0.154407,1,2,1,5.48184,0.16528,0.117922,8.53898
-3.04338,0.5,0.154407,1,2,1,8.40345,0.259169,0.0673447,8.23372
-3.66548,0.498304,0.154407,1,2,1,7.34981,0.24532,0.0340541,8.08879
-3.66548,0,0.154407,0,1,1,6.00763,0.24532,0.0340541,8.08879
-3.78674,0.666498,0.154407,1,3,1,5.02981,0.309599,0.0259624,8.09378
-3.80042,0.5,0.154407,1,2,1,7.12962,0.463085,0.0263794,8.4811
-3.80042,0,0.154407,0,1,1,4.23452,0.463085,0.0263794,8.4811
-3.57697,0.749927,0.154407,2,4,1,5.51471,0.472824,0.0401218,8.77954
-3.57697,0,0.154407,0,1,1,3.95724,0.472824,0.0401218,8.77954
-3.57697,0,0.154407,0,1,1,4.32152,0.472824,0.0401218,8.77954
-3.54799,0.499316,0.154407,1,2,1,5.28523,0.357766,0.0463908,8.81878
-4.92842,0.745578,0.154407,2,4,1,6.46419,0.359325,0.0279014,9.55363
-3.8753,0.864494,0.154407,3,12,1,5.91003,0.342523,0.12569,9.68143
-4.23205,0.856115,0.154407,2,7,1,6.02098,0.318484,0.0807085,9.65645
-3.80118,0.857143,0.154407,2,7,1,4.59398,0.286461,0.0786783,9.41046
-3.12431,0.999972,0.154407,3,7,0,3.89187,0.26622,0.130156,9.20553
-3.18069,0.63967,0.154407,3,8,1,6.6922,0.0857374,0.320414,5.80802
-2.32363,0.999485,0.154407,4,15,0,3.68298,0.257598,0.710596,5.3206
-3.40272,0.995386,0.154407,4,15,0,3.87209,0.0908251,0.22174,3.71775
-2.83588,0.997117,0.154407,4,15,0,4.49721,0.282812,0.271333,1.77967
-2.86009,0.951444,0.154407,4,21,1,4.06531,0.104687,0.54415,4.39204
-3.43502,0.921722,0.154407,3,13,1,3.62993,0.0715258,0.329819,3.25437
-2.97519,0.85354,0.154407,2,7,1,5.93829,0.105838,0.434047,3.25476
-2.55088,0.999952,0.154407,3,7,0,3.01221,0.172384,0.44873,3.29852
-2.82543,0.997247,0.154407,4,15,0,3.43634,0.197865,0.582752,1.89542
-4.58877,0.884646,0.154407,3,9,1,4.6465,0.0786593,0.692021,0.708296
-4.60782,0.949992,0.154407,4,20,1,6.40026,0.462382,0.25126,0.218019
-6.04908,0.998421,0.154407,4,15,0,6.48731,0.737008,0.348835,0.0538935
-5.88481,0.664481,0.154407,1,3,1,8.48848,0.701544,0.247133,0.0719136
-3.96105,0.888881,0.154407,3,9,1,6.62852,0.740311,0.296615,0.499743
-4.84903,0.960713,0.154407,4,27,1,6.76272,0.384135,0.974369,1.57405
-4.99624,0.888237,0.154407,3,9,1,5.20871,0.312147,0.972155,1.3444
-4.20673,0.955141,0.154407,4,23,1,6.69023,0.299052,0.944645,9.47224
-5.08956,0.831535,0.154407,2,6,1,5.45639,0.152714,0.947292,9.63594
-4.79434,0.857143,0.154407,2,7,1,6.96397,0.122076,0.946031,9.4086
-5.69461,0.726499,0.154407,4,22,1,8.31542,0.0913402,0.851978,9.88033
-5.80584,0.932259,0.154407,3,15,1,7.55475,0.245256,0.974734,9.7509
-5.46345,0.857126,0.154407,2,7,1,6.67451,0.21465,0.96646,9.70598
-3.85849,0.75973,0.154407,4,25,1,6.39535,0.311095,0.963224,8.84391
-5.04904,0.715381,0.154407,4,19,1,7.41107,0.404851,0.989222,4.83331
-5.04904,0,0.154407,0,1,1,6.48108,0.404851,0.989222,4.83331
-5.35734,0.498854,0.154407,1,2,1,6.91069,0.301928,0.990885,4.50983
-5.45128,0.997382,0.154407,4,15,0,6.87614,0.21955,0.989194,6.25462
-5.30371,0.799554,0.154407,2,5,1,7.38759,0.282678,0.987677,7.20208
-7.39341,0.999965,0.154407,4,15,0,7.89438,0.628648,0.998723,2.9169
-7.72093,0.874999,0.154407,3,8,1,8.5096,0.599703,0.999079,2.78307
-6.08875,0.5,0.154407,1,2,1,8.89722,0.575536,0.998469,3.36965
-6.98339,0.183754,0.154407,1,2,1,8.19108,0.515498,0.998143,2.77094
-6.36041,0.666667,0.154407,1,3,1,8.65019,0.588584,0.998811,3.29988
-10.1818,0.319825,0.154407,3,8,1,12.0776,0.278675,0.999857,1.56529
-10.9763,0.899941,0.154407,3,10,1,11.9291,0.553183,0.999954,1.83395
-8.39794,0.945788,0.154407,4,21,1,13.3519,0.0375597,0.997069,3.08334
-8.33588,0.999992,0.154407,3,7,0,8.44757,0.0367248,0.9968,3.06218
-8.02146,0.949484,0.154407,4,20,1,9.81911,0.0291724,0.99308,2.14867
-3.57887,0.9,0.154407,3,10,1,8.80818,0.155677,0.882243,2.86381
-2.94704,0.899758,0.154407,3,10,1,4.25219,0.323267,0.9191,8.62323
-3.13516,0.665808,0.154407,1,3,1,4.30397,0.238607,0.914887,8.69999
-3.65665,0.832715,0.154407,2,6,1,4.60122,0.156889,0.947595,8.24652
-3.80512,0.882675,0.154407,3,14,1,5.95286,0.115944,0.702884,9.60163
-2.37374,0.500411,0.154407,2,7,1,7.8728,0.139857,0.445645,8.67035
-3.72713,0.705742,0.154407,3,12,1,4.29352,0.0526386,0.520083,7.38081
-5.94181,0.995633,0.154407,3,15,0,8.07094,0.0044821,0.384082,5.33143
-5.15982,0.998839,0.154407,3,15,0,6.95064,0.00982093,0.455301,6.0899
-3.67501,0.949234,0.154407,4,20,1,6.24327,0.0631161,0.61068,2.36008
-5.48146,0.861691,0.154407,3,8,1,10.2752,0.034702,0.946437,4.30469
-3.00781,0.916667,0.154407,3,12,1,5.78829,0.093997,0.596393,5.94948
-2.51416,0.96479,0.154407,4,29,1,2.87302,0.941524,0.570207,3.28704
-2.47523,0.851721,0.154407,2,7,1,5.24944,0.926853,0.286741,3.36426
-2.00662,0.433132,0.154407,2,4,1,4.31148,0.900787,0.363185,3.96469
-2.00662,0.303637,0.154407,2,6,1,4.03743,0.900787,0.363185,3.96469
-2.00662,0,0.154407,0,1,1,3.7561,0.900787,0.363185,3.96469
-2.00662,0,0.154407,0,1,1,5.52583,0.900787,0.363185,3.96469
-2.00662,0,0.154407,0,1,1,2.2955,0.900787,0.363185,3.96469
-2.00662,0,0.154407,0,1,1,5.53283,0.900787,0.363185,3.96469
-2.00662,0,0.154407,0,1,1,2.02434,0.900787,0.363185,3.96469
-2.40203,0.498803,0.154407,1,2,1,4.18803,0.933445,0.406484,3.33308
-2.1898,0.857143,0.154407,2,7,1,2.4458,0.918645,0.463045,3.31517
-2.93858,0.397619,0.154407,3,9,1,4.81548,0.48842,0.142755,2.22758
-3.02927,0.749243,0.154407,2,4,1,3.42533,0.375567,0.155057,1.95643
-3.44622,0.498786,0.154407,1,2,1,6.36612,0.491883,0.116736,1.44547
-3.44622,0,0.154407,0,1,1,4.57469,0.491883,0.116736,1.44547
-3.44622,0,0.154407,0,1,1,4.08112,0.491883,0.116736,1.44547
-3.44622,0,0.154407,0,1,1,8.67488,0.491883,0.116736,1.44547
-3.44622,0,0.154407,0,1,1,4.00934,0.491883,0.116736,1.44547
-3.46153,0.499891,0.154407,1,2,1,3.71961,0.458463,0.126629,1.31612
-3.46153,0,0.154407,0,1,1,6.13353,0.458463,0.126629,1.31612
-3.45704,0.499873,0.154407,1,2,1,5.07321,0.379479,0.162944,1.1032
-3.36531,0.5,0.154407,1,2,1,5.62617,0.361131,0.122924,1.66689
-3.22617,0.749943,0.154407,2,4,1,4.39352,0.230565,0.140526,2.45689
-1.48554,0.874579,0.154407,3,8,1,3.73179,0.388695,0.567455,8.27422
-1.48554,0.455835,0.154407,1,3,1,2.81438,0.388695,0.567455,8.27422
-1.64978,0.748839,0.154407,2,4,1,2.3305,0.315617,0.574211,8.40865
-2.29301,0.368778,0.154407,4,15,0,3.07976,0.46926,0.58513,2.11891
-3.06488,0.831323,0.154407,2,6,1,4.32146,0.295296,0.335253,1.13492
-2.60172,0.887484,0.154407,3,9,1,5.20084,0.56073,0.405554,1.46256
-2.39215,0.666667,0.154407,1,3,1,4.21291,0.563758,0.340146,2.09553
-2.64459,0.665765,0.154407,1,3,1,3.64686,0.564734,0.358114,1.4746
-2.68383,0.856359,0.154407,2,7,1,3.71928,0.619811,0.297163,1.66499
-3.12809,0.496825,0.154407,1,2,1,5.97608,0.654888,0.186354,1.50452
-1.97098,0.956393,0.154407,4,23,1,3.51897,0.366161,0.595043,5.29676
-2.15076,0.665999,0.154407,1,3,1,3.28132,0.295251,0.651511,5.60199
-2.18693,0.911907,0.154407,3,12,1,5.2931,0.258721,0.512662,6.25342
-2.22817,0.908977,0.154407,3,11,1,2.39154,0.264329,0.621063,6.20869
-2.23732,0.909089,0.154407,3,11,1,2.4338,0.234329,0.602314,4.59711
-2.39163,0.915487,0.154407,3,12,1,2.72762,0.254252,0.505029,7.38731
-2.29298,0.999885,0.154407,4,15,0,2.62307,0.257794,0.518068,6.96595
-2.76449,0.871818,0.154407,3,8,1,3.65642,0.135594,0.554192,6.8004
-2.94393,0.999318,0.154407,3,7,0,3.09378,0.111144,0.646626,6.29335
-2.16474,0.999985,0.154407,4,15,0,3.20953,0.538003,0.459457,2.46894
-4.17718,0.985174,0.154407,4,15,0,5.57938,0.0672665,0.885468,4.05727
-3.56555,0.999946,0.154407,4,15,0,4.47668,0.118216,0.866751,6.22831
-3.0683,0.933333,0.154407,3,15,1,4.28876,0.135503,0.65473,2.27233
-3.5719,0.99576,0.154407,4,15,0,4.70762,0.488605,0.554016,0.478036
-2.87309,0.999764,0.154407,4,15,0,3.88879,0.384896,0.722089,1.38022
-2.02122,0.999998,0.154407,4,15,0,2.85159,0.146717,0.575034,8.01126
-4.04782,0.899926,0.154407,3,11,1,4.69166,0.216441,0.582438,9.84176
-4.07993,1,0.154407,2,3,0,4.14263,0.233373,0.582437,9.85494
-7.46004,0.549538,0.154407,4,19,1,10.0348,0.346819,0.800722,0.0159501
-5.34882,0.999094,0.154407,4,15,0,8.19733,0.127324,0.573628,0.178098
-5.38193,0.930603,0.154407,3,15,1,8.68361,0.10108,0.81061,0.341337
-3.02571,0.933324,0.154407,3,15,1,6.53793,0.0863378,0.456147,4.54823
-3.10177,0.999252,0.154407,4,15,0,4.1219,0.0946727,0.586784,9.1279
-3.42401,0.706859,0.154407,4,15,0,3.77837,0.0705585,0.431863,9.18937
-6.27064,0.836826,0.154407,4,18,1,6.42779,0.00944903,0.442388,9.68903
-5.00964,0.888538,0.154407,3,9,1,8.89568,0.0296055,0.608012,9.62759
-4.4576,0.912268,0.154407,3,12,1,8.26586,0.310455,0.964473,9.38032
-5.89358,0.935171,0.154407,4,16,1,8.02807,0.135318,0.596224,9.96386
-2.85407,0.933263,0.154407,3,15,1,6.08699,0.247822,0.670349,9.4559
-3.05101,0.794519,0.154407,3,11,1,4.38046,0.164402,0.723932,7.78704
-3.00975,0.954531,0.154407,4,24,1,4.32743,0.0806258,0.686685,8.69145
-5.4975,0.451536,0.154407,4,15,0,7.3362,0.0161057,0.714384,1.48878
-4.00893,0.99998,0.154407,4,15,0,6.05161,0.0463322,0.315827,7.44684
-3.27331,0.999996,0.154407,3,7,0,4.10104,0.0691934,0.465849,6.16759
-3.71091,0.99785,0.154407,4,23,0,5.62446,0.871174,0.754655,1.36255
-3.73803,0.999954,0.154407,3,7,0,3.79133,0.879896,0.745489,1.37649
-4.3939,0.855907,0.154407,2,7,1,4.59665,0.911393,0.774003,0.968197
-2.69348,0.928562,0.154407,3,14,1,4.79272,0.50517,0.783566,1.99279
-2.21233,0.926904,0.154407,3,14,1,3.58608,0.328565,0.617208,2.99947
-2.25553,0.928426,0.154407,3,14,1,2.39524,0.344704,0.623039,2.71041
-1.8827,0.8,0.154407,2,5,1,2.80451,0.433686,0.493057,4.54106
-3.42774,0.979688,0.154407,3,11,0,5.32275,0.664715,0.814923,1.08296
-3.5925,0.856927,0.154407,2,7,1,3.88541,0.656364,0.810417,0.870126
-3.29484,0.922924,0.154407,3,13,1,4.4935,0.608044,0.679048,0.77361
-4.06696,0.926048,0.154407,3,14,1,4.41266,0.856062,0.616203,0.627138
-3.00138,0.999909,0.154407,3,7,0,4.16967,0.818249,0.611057,1.69342
-2.22318,0.998742,0.154407,4,15,0,3.84047,0.27725,0.68408,5.00177
-2.09837,0.928569,0.154407,3,14,1,2.3205,0.329339,0.611965,3.72935
-6.05378,0.976038,0.154407,4,15,0,7.03056,0.949429,0.802576,0.318936
-6.76653,0.99879,0.154407,4,15,0,7.84907,0.986797,0.859839,0.797029
-4.9152,0.933333,0.154407,3,15,1,7.78944,0.94444,0.632861,0.642894
-3.40808,0.8,0.154407,2,5,1,7.06424,0.863497,0.531537,1.29584
-3.48173,0.857106,0.154407,2,7,1,4.15969,0.910254,0.495068,1.84725
-3.43278,0.888709,0.154407,3,9,1,5.00084,0.784997,0.354835,0.920663
-1.28127,0.991272,0.154407,4,23,0,7.05608,0.575297,0.266203,3.10364
-1.60918,0.797811,0.154407,2,5,1,2.20251,0.580706,0.16271,3.32254
-1.60918,0,0.154407,0,1,1,4.74651,0.580706,0.16271,3.32254
-1.96811,0.856408,0.154407,2,7,1,2.22071,0.586847,0.108808,3.22868
-1.96811,0.421942,0.154407,2,5,1,4.23548,0.586847,0.108808,3.22868
-1.96811,0,0.154407,0,1,1,2.36142,0.586847,0.108808,3.22868
-1.88857,0.5,0.154407,1,2,1,2.48792,0.569386,0.106732,3.90855
-1.88857,0,0.154407,0,1,1,3.16674,0.569386,0.106732,3.90855
-1.88857,0,0.154407,0,1,1,4.68718,0.569386,0.106732,3.90855
-2.04854,0.499237,0.154407,1,2,1,2.70792,0.557259,0.0990046,3.14263
-2.64681,0.27606,0.154407,2,4,1,5.20971,0.226405,0.207275,4.39034
-2.32707,0.932987,0.154407,3,15,1,3.36106,0.356847,0.30638,2.76555
-2.13516,0.908212,0.154407,3,11,1,3.5339,0.370636,0.312212,6.18218
-0.960352,0.950254,0.154407,4,21,1,1.74672,0.527165,0.44795,3.53155
-0.960352,0,0.154407,0,1,1,2.80877,0.527165,0.44795,3.53155
-0.960352,0,0.154407,0,1,1,1.97976,0.527165,0.44795,3.53155
-3.3341,0.753884,0.154407,3,11,0,4.38997,0.110743,0.1295,8.63147
-3.34232,0.410475,0.154407,4,22,1,4.59659,0.0913021,0.116629,8.12792
-2.88324,0.495979,0.154407,4,15,0,5.01113,0.157185,0.557401,2.19285
-2.71464,0.9226,0.154407,3,13,1,3.58145,0.158133,0.577572,2.85294
-2.13332,0.9,0.154407,3,10,1,2.90764,0.390984,0.412377,2.8851
-2.99538,0.995777,0.154407,4,15,0,3.15588,0.384759,0.522461,0.934157
-2.05778,0.833333,0.154407,2,6,1,3.85755,0.440716,0.483478,2.93894
-1.92362,0.997896,0.154407,3,15,0,2.61114,0.389631,0.49525,4.34553
-2.03769,0.998982,0.154407,2,7,0,2.06989,0.327041,0.489712,3.85853
